output_id,standard_code,sequence,activity_name,duration_text
MUBS/P5/OBJ4/HCG/PDU/S001-O105,MUBS/P5/OBJ4/HCG/PDU/S001,1,"Receive closed procurement transaction files from active case officers. -Audit file for mandatory contents (requisitions, bids, evaluation logs, minutes). -Index and assign unique tracking codes to the file (Same day). -Transport and deposit files into secure archives (Within 48 hours).Retrieve and log out requested archival files to authorized officers",Within 1 working day
MUBS/P5/OBJ4/HCG/SB/S001-O106,MUBS/P5/OBJ4/HCG/SB/S001,1,Verify student registers,Day 0
MUBS/P5/OBJ4/HCG/SB/S001-O106,MUBS/P5/OBJ4/HCG/SB/S001,2,Generate invoice generated,Day 1
MUBS/P5/OBJ4/HCG/SB/S001-O106,MUBS/P5/OBJ4/HCG/SB/S001,3,Record payment received,Any day
MUBS/P5/OBJ4/HCG/SB/S001-O106,MUBS/P5/OBJ4/HCG/SB/S001,4,Issue receipt issued,Within 24 hrs
MUBS/P5/OBJ4/HCG/SB/S001-O107,MUBS/P5/OBJ4/HCG/SB/S001,1,Draft and Issue budget call circular,March
MUBS/P5/OBJ4/HCG/SB/S001-O107,MUBS/P5/OBJ4/HCG/SB/S001,2,Guide units on submission requirements,
MUBS/P5/OBJ4/HCG/SB/S001-O107,MUBS/P5/OBJ4/HCG/SB/S001,3,Compile unit submissions,By 15 April
MUBS/P5/OBJ4/HCG/SB/S001-O107,MUBS/P5/OBJ4/HCG/SB/S001,4,Align consolidated budget with MUBS priorities,15–25 April
MUBS/P5/OBJ4/HCG/SB/S001-O107,MUBS/P5/OBJ4/HCG/SB/S001,5,Submit final budget,By 30 April
MUBS/P5/OBJ4/HCG/SB/S001-O107,MUBS/P5/OBJ4/HCG/SB/S001,6,Track execution against approved allocations,throughout the financial year
MUBS/P5/OBJ4/HCG/SB/S001-O108,MUBS/P5/OBJ4/HCG/SB/S001,1,Data collection,1–3rd
MUBS/P5/OBJ4/HCG/SB/S001-O108,MUBS/P5/OBJ4/HCG/SB/S001,2,Verify accuracy and compliance with reporting standards,
MUBS/P5/OBJ4/HCG/SB/S001-O108,MUBS/P5/OBJ4/HCG/SB/S001,3,Prepare monthly financial report,3–4th
MUBS/P5/OBJ4/HCG/SB/S001-O108,MUBS/P5/OBJ4/HCG/SB/S001,4,Submit report to management,By 5th
MUBS/P5/OBJ4/HCG/SB/S001-O108,MUBS/P5/OBJ4/HCG/SB/S001,5,Archive reports for audit and compliance purposes,
MUBS/P5/OBJ4/HCG/SB/S001-O110,MUBS/P5/OBJ4/HCG/SB/S001,1,Log in and acknowledge audit query,Day 0
MUBS/P5/OBJ4/HCG/SB/S001-O110,MUBS/P5/OBJ4/HCG/SB/S001,2,Gather relevant files and evidence,
MUBS/P5/OBJ4/HCG/SB/S001-O110,MUBS/P5/OBJ4/HCG/SB/S001,3,Conduct investigations and analysis,Day 4-7
MUBS/P5/OBJ4/HCG/SB/S001-O110,MUBS/P5/OBJ4/HCG/SB/S001,4,Investigation,Day 1–7
MUBS/P5/OBJ4/HCG/SB/S001-O110,MUBS/P5/OBJ4/HCG/SB/S001,5,Submit official response,Day 7–14
MUBS/P5/OBJ4/HCG/SB/S001-O110,MUBS/P5/OBJ4/HCG/SB/S001,6,Track resolution status and update compliance records,
MUBS/P5/OBJ4/HCG/SB/S001-O111,MUBS/P5/OBJ4/HCG/SB/S001,1,Collect payments daily,Daily
MUBS/P5/OBJ4/HCG/SB/S001-O111,MUBS/P5/OBJ4/HCG/SB/S001,2,Record transactions immediately in the systems,End of day
MUBS/P5/OBJ4/HCG/SB/S001-O111,MUBS/P5/OBJ4/HCG/SB/S001,3,Prepare weekly revenue summary,
MUBS/P5/OBJ4/HCG/SB/S001-O111,MUBS/P5/OBJ4/HCG/SB/S001,4,Submit monthly accountability reports,
MUBS/P5/OBJ4/HCG/SB/S001-O111,MUBS/P5/OBJ4/HCG/SB/S001,5,Maintain 100% traceability funds,
MUBS/P5/OBJ4/HCG/HRD/S001-O112,MUBS/P5/OBJ4/HCG/HRD/S001,1,"HR Directorate (HRD) interfaces with the new hire, collects primary biodata, and issues critical HR files",Within 5 working days of contract acceptance
MUBS/P5/OBJ4/HCG/HRD/S001-O112,MUBS/P5/OBJ4/HCG/HRD/S001,2,Notify the respective Head of Department (HOD) of the new hire's reporting date,Within 5 working days
MUBS/P5/OBJ4/HCG/HRD/S001-O112,MUBS/P5/OBJ4/HCG/HRD/S001,3,"Formal introduction to the HOD, department team, and assignment of role expectations/academic workflows",Within 5 working days
MUBS/P5/OBJ4/HCG/HRD/S001-O112,MUBS/P5/OBJ4/HCG/HRD/S001,4,HOD submits written confirmation of the employee's Assumption of Duty to HRD,Within 5 working days
MUBS/P5/OBJ4/HCG/HRD/S001-O112,MUBS/P5/OBJ4/HCG/HRD/S001,5,"Set up official corporate email, build the HRMS portal profile, and capture banking/tax data for payroll entry",Within 5 working days
MUBS/P5/OBJ4/HCG/HRD/S001-O112,MUBS/P5/OBJ4/HCG/HRD/S001,6,"HOD assesses role clarity, institutional cultural fit, and early training needs",Within 3 months
MUBS/P5/OBJ4/HCG/HRD/S001-O112,MUBS/P5/OBJ4/HCG/HRD/S001,7,Conduct initial probation performance review and deliver feedback to the hire,Within 3 months
MUBS/P5/OBJ4/HCG/HRD/S001-O112,MUBS/P5/OBJ4/HCG/HRD/S001,8,Submit a consolidated onboarding cycle report to Top Management,Within 3 months post-cycle
MUBS/P5/OBJ4/HCG/HRD/S001-O113,MUBS/P5/OBJ4/HCG/HRD/S001,1,"Newly appointed Dean of Faculty, Campus, and Head of Department approval hierarchies set on the HR portal",Within 5 working days
MUBS/P5/OBJ4/HCG/HRD/S001-O113,MUBS/P5/OBJ4/HCG/HRD/S001,2,Remuneration adjustments on the Allowances payroll made,Within 1 month
MUBS/P5/OBJ4/HCG/HRD/S001-O113,MUBS/P5/OBJ4/HCG/HRD/S001,3,"HRD organises orientation sessions for the newly appointed Deans of Faculties, Campus Chiefs and Heads of Departments and issues them a copy of the HR Manual",Within 2 months after acceptance
MUBS/P5/OBJ4/HCG/HRD/S001-O113,MUBS/P5/OBJ4/HCG/HRD/S001,4,"Deans of Faculties, Campus Chiefs and Heads of Departments assessed and given feedback on performance on set targets",Within 1 year
MUBS/P5/OBJ4/HCG/HRD/S001-O113,MUBS/P5/OBJ4/HCG/HRD/S001,5,Report to Management on the onboarding process Within 3 months after process),
MUBS/P5/OBJ4/HCG/HRD/S001-O114,MUBS/P5/OBJ4/HCG/HRD/S001,1,Set performance targets in 3 months,
MUBS/P5/OBJ4/HCG/HRD/S001-O114,MUBS/P5/OBJ4/HCG/HRD/S001,2,Performance implementation and monitoring in 1 year,
MUBS/P5/OBJ4/HCG/HRD/S001-O114,MUBS/P5/OBJ4/HCG/HRD/S001,3,Performance appraisal in 1 month,
MUBS/P5/OBJ4/HCG/HRD/S001-O114,MUBS/P5/OBJ4/HCG/HRD/S001,4,Presentation of performance outcome recommendations to Top Management for 2 weeks,
MUBS/P5/OBJ4/HCG/HRD/S001-O114,MUBS/P5/OBJ4/HCG/HRD/S001,5,Presentation of Management’s recommendations on the consolidated performance appraisal exercise in 2 weeks,
MUBS/P5/OBJ4/HCG/HRD/S001-O114,MUBS/P5/OBJ4/HCG/HRD/S001,6,"Performance improvement, rewards and sanctions",
MUBS/P5/OBJ4/HCG/HRD/S001-O115,MUBS/P5/OBJ4/HCG/HRD/S001,1,Unit Heads and staff agree on definitive performance targets at the start of the appraisal cycle,Within the first 3 months
MUBS/P5/OBJ4/HCG/HRD/S001-O115,MUBS/P5/OBJ4/HCG/HRD/S001,2,Execute daily work monitoring and maintain ongoing performance evidence logs,Over a 1-year window
MUBS/P5/OBJ4/HCG/HRD/S001-O115,MUBS/P5/OBJ4/HCG/HRD/S001,3,"Conduct formal year-end appraisal assessments, scoring against the signed target agreements",Completed within 1 month
MUBS/P5/OBJ4/HCG/HRD/S001-O115,MUBS/P5/OBJ4/HCG/HRD/S001,4,Compile and present performance outcome files to Top Management for initial consideration,Within 2 weeks
MUBS/P5/OBJ4/HCG/HRD/S001-O115,MUBS/P5/OBJ4/HCG/HRD/S001,5,Present management's consolidated recommendations and appraisal insights to Council,Within 2 weeks
MUBS/P5/OBJ4/HCG/HRD/S001-O115,MUBS/P5/OBJ4/HCG/HRD/S001,6,"Apply approved recommendations, including performance rewards, development tracking, or PIP sanctions",
MUBS/P5/OBJ4/HCG/HRD/S001-O116,MUBS/P5/OBJ4/HCG/HRD/S001,1,Staff submit leave application,
MUBS/P5/OBJ4/HCG/HRD/S001-O116,MUBS/P5/OBJ4/HCG/HRD/S001,2,Supervisor recommends,
MUBS/P5/OBJ4/HCG/HRD/S001-O116,MUBS/P5/OBJ4/HCG/HRD/S001,3,HR verifies against policy & balances,
MUBS/P5/OBJ4/HCG/HRD/S001-O116,MUBS/P5/OBJ4/HCG/HRD/S001,4,Approval issued Leave recorded on the HRMS porta,
MUBS/P5/OBJ4/HCG/HRD/S001-O117,MUBS/P5/OBJ4/HCG/HRD/S001,1,Conduct a Training Needs Assessment -12 months,
MUBS/P5/OBJ4/HCG/HRD/S001-O117,MUBS/P5/OBJ4/HCG/HRD/S001,2,Compile Departmental Plans and plan for delivery,6 months
MUBS/P5/OBJ4/HCG/HRD/S001-O117,MUBS/P5/OBJ4/HCG/HRD/S001,3,Receive applications from staff for long and short-term trainings),As and when admissions to study programmes are received
MUBS/P5/OBJ4/HCG/HRD/S001-O117,MUBS/P5/OBJ4/HCG/HRD/S001,4,Table applications at the STADeC Committee in 4 weeks after assessment,
MUBS/P5/OBJ4/HCG/HRD/S001-O117,MUBS/P5/OBJ4/HCG/HRD/S001,5,Present STADeC recommendations to the Top Management Committee 36 weeks,
MUBS/P5/OBJ4/HCG/HRD/S001-O117,MUBS/P5/OBJ4/HCG/HRD/S001,6,Communicate Management resolutions on staff requests-1 week after Committee meeting,
MUBS/P5/OBJ4/HCG/HRD/S001-O117,MUBS/P5/OBJ4/HCG/HRD/S001,7,Receive progress reports from staff,6 months
MUBS/P5/OBJ4/HCG/HRD/S001-O117,MUBS/P5/OBJ4/HCG/HRD/S001,8,Present consolidated Study Progress report to Management for consideration,12 months
MUBS/P5/OBJ4/HCG/HRD/S001-O117,MUBS/P5/OBJ4/HCG/HRD/S001,9,Carry out monitoring and Evaluation,6 months
MUBS/P5/OBJ4/HCG/HRD/S001-O117,MUBS/P5/OBJ4/HCG/HRD/S001,10,Carry out short term trainings according to Departmental plans in 36 weeks,
MUBS/P5/OBJ4/HCG/HRD/S001-O118,MUBS/P5/OBJ4/HCG/HRD/S001,1,Identification of the need by user department in line with establishment,2 weeks
MUBS/P5/OBJ4/HCG/HRD/S001-O118,MUBS/P5/OBJ4/HCG/HRD/S001,2,Applications considered at Department (at Staff Selections and Promotions Committee) and Faculty level (at Faculty Staff Selection and Promotions Committee,1 month
MUBS/P5/OBJ4/HCG/HRD/S001-O118,MUBS/P5/OBJ4/HCG/HRD/S001,3,Verification,1 week
MUBS/P5/OBJ4/HCG/HRD/S001-O118,MUBS/P5/OBJ4/HCG/HRD/S001,4,Submit to appointments and Promotions Committee for senior lecturer and lecturer level,1 month
MUBS/P5/OBJ4/HCG/HRD/S001-O118,MUBS/P5/OBJ4/HCG/HRD/S001,5,Submit to Top Management Committee consideration,1 month
MUBS/P5/OBJ4/HCG/HRD/S001-O118,MUBS/P5/OBJ4/HCG/HRD/S001,6,Submit to Appointments Board decision,1 month
MUBS/P5/OBJ4/HCG/HRD/S001-O118,MUBS/P5/OBJ4/HCG/HRD/S001,7,Communicate Appointments Board decision to beneficiaries within 1 week),
MUBS/P5/OBJ4/HCG/HRD/S001-O119,MUBS/P5/OBJ4/HCG/HRD/S001,1,Identification of promotion needs by user departments in line with approved establishment,2 weeks
MUBS/P5/OBJ4/HCG/HRD/S001-O119,MUBS/P5/OBJ4/HCG/HRD/S001,2,Submission and consolidation of applications for Senior Administrative positions at departmental/faculty/campus level,1 month
MUBS/P5/OBJ4/HCG/HRD/S001-O119,MUBS/P5/OBJ4/HCG/HRD/S001,3,Consideration of other promotions through Annual Staff Performance Evaluation Exercise,1 month
MUBS/P5/OBJ4/HCG/HRD/S001-O119,MUBS/P5/OBJ4/HCG/HRD/S001,4,Promotions to Deputy Chief positions considered by Management and Appointments Board,2 months
MUBS/P5/OBJ4/HCG/HRD/S001-O119,MUBS/P5/OBJ4/HCG/HRD/S001,5,Verification by Principal and Human Resource Directorate,1 week
MUBS/P5/OBJ4/HCG/HRD/S001-O119,MUBS/P5/OBJ4/HCG/HRD/S001,6,Review by Interviewing Committee,1 month
MUBS/P5/OBJ4/HCG/HRD/S001-O119,MUBS/P5/OBJ4/HCG/HRD/S001,7,Consideration by Top Management Committee,1 month
MUBS/P5/OBJ4/HCG/HRD/S001-O119,MUBS/P5/OBJ4/HCG/HRD/S001,8,Approval by Appointments Board,1 month
MUBS/P5/OBJ4/HCG/HRD/S001-O119,MUBS/P5/OBJ4/HCG/HRD/S001,9,Communication of outcomes by Human Resource Directorate,1 week
MUBS/P5/OBJ4/HCG/IA/S001-O120,MUBS/P5/OBJ4/HCG/IA/S001,1,Draft the risk-based annual audit workplan aligned to the approved MUBS strategic plan and budget,Within 4 weeks
MUBS/P5/OBJ4/HCG/IA/S001-O120,MUBS/P5/OBJ4/HCG/IA/S001,2,Forward the annual workplan to the Audit and Risk Management Committee of Council,2 weeks prior to meeting
MUBS/P5/OBJ4/HCG/IA/S001-O120,MUBS/P5/OBJ4/HCG/IA/S001,3,"Submit the approved Annual Workplan to the Internal Auditor General, copying the Accounting Officer",By April
MUBS/P5/OBJ4/HCG/IA/S001-O120,MUBS/P5/OBJ4/HCG/IA/S001,4,"Plan quarterly engagements defining scope (Financial, compliance, value for money, operational, environmental, performance) and allocate field auditors",3 days
MUBS/P5/OBJ4/HCG/IA/S001-O120,MUBS/P5/OBJ4/HCG/IA/S001,5,Issue formal information requests to target auditees,1 day
MUBS/P5/OBJ4/HCG/IA/S001-O120,MUBS/P5/OBJ4/HCG/IA/S001,6,Schedule and conduct operational entry meetings with auditees,Within 2 weeks
MUBS/P5/OBJ4/HCG/IA/S001-O120,MUBS/P5/OBJ4/HCG/IA/S001,7,"Gather, extract, and compile financial and administrative records",
MUBS/P5/OBJ4/HCG/IA/S001-O120,MUBS/P5/OBJ4/HCG/IA/S001,8,Conduct comprehensive field testing and compile formal audit findings,
MUBS/P5/OBJ4/HCG/IA/S001-O120,MUBS/P5/OBJ4/HCG/IA/S001,9,Submit draft reports with remedial recommendations to Management for management responses,By the 10th day of the subsequent month post-quarter
MUBS/P5/OBJ4/HCG/IA/S001-O120,MUBS/P5/OBJ4/HCG/IA/S001,10,Aggregate management responses into the final report and present to Council,Within 15 days
MUBS/P5/OBJ4/HCG/IA/S001-O120,MUBS/P5/OBJ4/HCG/IA/S001,11,"Disseminate approved Quarterly Audit Reports to the Internal Auditor General, Ministry of Education, and MoFPED",Within 30 days post-quarter
MUBS/P5/OBJ4/HCG/IA/S001-O120,MUBS/P5/OBJ4/HCG/IA/S001,12,Compile and submit the Annual Consolidated Internal Audit Report to the Internal Auditor General,Within 30 days post-FY
MUBS/P5/OBJ4/HCG/IA/S001-O120,MUBS/P5/OBJ4/HCG/IA/S001,13,Conduct quarterly audit follow-ups to verify implementation status of past recommendations and update Council,
MUBS/P5/OBJ4/HCG/IA/S001-O120,MUBS/P5/OBJ4/HCG/IA/S001,14,Coordinate end-of-year exit parameters with the Auditor General/External Auditors,
MUBS/P5/OBJ4/HCG/DLA/S001-O121,MUBS/P5/OBJ4/HCG/DLA/S001,1,Request submitted,Day 0
MUBS/P5/OBJ4/HCG/DLA/S001-O121,MUBS/P5/OBJ4/HCG/DLA/S001,2,Acknowledgement,Day 1
MUBS/P5/OBJ4/HCG/DLA/S001-O121,MUBS/P5/OBJ4/HCG/DLA/S001,3,Registration & assignment,Day 1
MUBS/P5/OBJ4/HCG/DLA/S001-O121,MUBS/P5/OBJ4/HCG/DLA/S001,4,Preliminary review,Day 1–2
MUBS/P5/OBJ4/HCG/DLA/S001-O121,MUBS/P5/OBJ4/HCG/DLA/S001,5,Legal analysis & compliance check,Day 2–4
MUBS/P5/OBJ4/HCG/DLA/S001-O121,MUBS/P5/OBJ4/HCG/DLA/S001,6,Consultations,Day 3–4
MUBS/P5/OBJ4/HCG/DLA/S001-O121,MUBS/P5/OBJ4/HCG/DLA/S001,7,Final vetted contract issued,Day 5
MUBS/P5/OBJ4/HCG/DLA/S001-O121,MUBS/P5/OBJ4/HCG/DLA/S001,8,Archiving,Within 24 hrs
MUBS/P5/OBJ4/HCG/DLA/S001-O121,MUBS/P5/OBJ4/HCG/DLA/S001,9,Monthly report to Management,By 5th
MUBS/P5/OBJ4/HCG/DLA/S001-O122,MUBS/P5/OBJ4/HCG/DLA/S001,1,Request submitted,Day 0
MUBS/P5/OBJ4/HCG/DLA/S001-O122,MUBS/P5/OBJ4/HCG/DLA/S001,2,Acknowledgement,Day 1
MUBS/P5/OBJ4/HCG/DLA/S001-O122,MUBS/P5/OBJ4/HCG/DLA/S001,3,Registration & assignment,Day 1
MUBS/P5/OBJ4/HCG/DLA/S001-O122,MUBS/P5/OBJ4/HCG/DLA/S001,4,Legal research & analysis,Day 1–3
MUBS/P5/OBJ4/HCG/DLA/S001-O122,MUBS/P5/OBJ4/HCG/DLA/S001,5,Consultations,Day 2–3
MUBS/P5/OBJ4/HCG/DLA/S001-O122,MUBS/P5/OBJ4/HCG/DLA/S001,6,Opinion drafted & issued,Day 3–5
MUBS/P5/OBJ4/HCG/DLA/S001-O122,MUBS/P5/OBJ4/HCG/DLA/S001,7,Archiving,24 hrs
MUBS/P5/OBJ4/HCG/DLA/S001-O122,MUBS/P5/OBJ4/HCG/DLA/S001,8,Monthly report,By 5th
MUBS/P5/OBJ4/HCG/DLA/S001-O123,MUBS/P5/OBJ4/HCG/DLA/S001,1,Receipt of summons/claim,Day 0
MUBS/P5/OBJ4/HCG/DLA/S001-O123,MUBS/P5/OBJ4/HCG/DLA/S001,2,Registration,Day 0–1
MUBS/P5/OBJ4/HCG/DLA/S001-O123,MUBS/P5/OBJ4/HCG/DLA/S001,3,Case assessment,Day 1–3
MUBS/P5/OBJ4/HCG/DLA/S001-O123,MUBS/P5/OBJ4/HCG/DLA/S001,4,Consultations,Day 2–4
MUBS/P5/OBJ4/HCG/DLA/S001-O123,MUBS/P5/OBJ4/HCG/DLA/S001,5,Drafting pleadings,Day 3–7
MUBS/P5/OBJ4/HCG/DLA/S001-O123,MUBS/P5/OBJ4/HCG/DLA/S001,6,Filing,As per court rules
MUBS/P5/OBJ4/HCG/DLA/S001-O123,MUBS/P5/OBJ4/HCG/DLA/S001,7,Court appearances,Ongoing
MUBS/P5/OBJ4/HCG/DLA/S001-O123,MUBS/P5/OBJ4/HCG/DLA/S001,8,Quarterly case status reports,
MUBS/P5/OBJ4/HCG/DLA/S001-O124,MUBS/P5/OBJ4/HCG/DLA/S001,1,Submission of draft policy,Day 0
MUBS/P5/OBJ4/HCG/DLA/S001-O124,MUBS/P5/OBJ4/HCG/DLA/S001,2,Acknowledgement,Day 1
MUBS/P5/OBJ4/HCG/DLA/S001-O124,MUBS/P5/OBJ4/HCG/DLA/S001,3,Registration,Day 1
MUBS/P5/OBJ4/HCG/DLA/S001-O124,MUBS/P5/OBJ4/HCG/DLA/S001,4,Compliance audit,Day 1–5
MUBS/P5/OBJ4/HCG/DLA/S001-O124,MUBS/P5/OBJ4/HCG/DLA/S001,5,Consultations,Day 3–6
MUBS/P5/OBJ4/HCG/DLA/S001-O124,MUBS/P5/OBJ4/HCG/DLA/S001,6,Compliance report,Day 6–9
MUBS/P5/OBJ4/HCG/DLA/S001-O124,MUBS/P5/OBJ4/HCG/DLA/S001,7,Final reviewed policy issued,Day 10
MUBS/P5/OBJ4/HCG/DLA/S001-O124,MUBS/P5/OBJ4/HCG/DLA/S001,8,Archiving,24 hrs
MUBS/P5/OBJ4/HCG/DLA/S001-O124,MUBS/P5/OBJ4/HCG/DLA/S001,9,Monthly reporting,
MUBS/P5/OBJ4/HCG/DLA/S001-O125,MUBS/P5/OBJ4/HCG/DLA/S001,1,Meeting schedule received,
MUBS/P5/OBJ4/HCG/DLA/S001-O125,MUBS/P5/OBJ4/HCG/DLA/S001,2,Preparation of legal briefs,Prior to meeting
MUBS/P5/OBJ4/HCG/DLA/S001-O125,MUBS/P5/OBJ4/HCG/DLA/S001,3,Attendance & advisory support,During meeting
MUBS/P5/OBJ4/HCG/DLA/S001-O125,MUBS/P5/OBJ4/HCG/DLA/S001,4,Validation of minutes,Within 3 days
MUBS/P5/OBJ4/HCG/DLA/S001-O125,MUBS/P5/OBJ4/HCG/DLA/S001,5,Monthly governance report,
MUBS/P5/OBJ4/HCG/DLA/S001-O126,MUBS/P5/OBJ4/HCG/DLA/S001,1,Complaint submitted,Day 0
MUBS/P5/OBJ4/HCG/DLA/S001-O126,MUBS/P5/OBJ4/HCG/DLA/S001,2,Acknowledgement,Day 1
MUBS/P5/OBJ4/HCG/DLA/S001-O126,MUBS/P5/OBJ4/HCG/DLA/S001,3,Registration,Day 1
MUBS/P5/OBJ4/HCG/DLA/S001-O126,MUBS/P5/OBJ4/HCG/DLA/S001,4,Preliminary investigation,Day 1–5
MUBS/P5/OBJ4/HCG/DLA/S001-O126,MUBS/P5/OBJ4/HCG/DLA/S001,5,Hearing,Day 6–10
MUBS/P5/OBJ4/HCG/DLA/S001-O126,MUBS/P5/OBJ4/HCG/DLA/S001,6,Decision & recommendations,Day 10–12
MUBS/P5/OBJ4/HCG/DLA/S001-O126,MUBS/P5/OBJ4/HCG/DLA/S001,7,Communication of outcome,Day 12–14
MUBS/P5/OBJ4/HCG/DLA/S001-O126,MUBS/P5/OBJ4/HCG/DLA/S001,8,Archiving (24 hrs) - Monthly reporting,
MUBS/P5/OBJ4/HCG/DLA/S001-O127,MUBS/P5/OBJ4/HCG/DLA/S001,1,Training calendar developed,Start of semester
MUBS/P5/OBJ4/HCG/DLA/S001-O127,MUBS/P5/OBJ4/HCG/DLA/S001,2,Content preparation,2 weeks before
MUBS/P5/OBJ4/HCG/DLA/S001-O127,MUBS/P5/OBJ4/HCG/DLA/S001,3,Training delivery,Mid-semester
MUBS/P5/OBJ4/HCG/DLA/S001-O127,MUBS/P5/OBJ4/HCG/DLA/S001,4,Feedback collection,Same day
MUBS/P5/OBJ4/HCG/DLA/S001-O127,MUBS/P5/OBJ4/HCG/DLA/S001,5,Training report,Within 1 week
MUBS/P5/OBJ4/HCG/DLA/S001-O128,MUBS/P5/OBJ4/HCG/DLA/S001,1,Receipt of final document - Indexing & classification,Same day
MUBS/P5/OBJ4/HCG/DLA/S001-O128,MUBS/P5/OBJ4/HCG/DLA/S001,2,Secure storage,Within 24 hrs
MUBS/P5/OBJ4/HCG/DLA/S001-O128,MUBS/P5/OBJ4/HCG/DLA/S001,3,Retrieval upon request,Within 1 day
MUBS/P5/OBJ4/HCG/DLA/S001-O128,MUBS/P5/OBJ4/HCG/DLA/S001,4,Monthly archive status report,
MUBS/P5/OBJ4/HCG/SS/ S001-O129,MUBS/P5/OBJ4/HCG/SS/ S001,1,"Develop, secure approval for, and publish the Annual Governance Meetings Almanac",At start of FY
MUBS/P5/OBJ4/HCG/SS/ S001-O129,MUBS/P5/OBJ4/HCG/SS/ S001,2,"Source, screen, and compile strategic business papers and executive briefs from institutional cost-centres",Ongoing over 3 months
MUBS/P5/OBJ4/HCG/SS/ S001-O129,MUBS/P5/OBJ4/HCG/SS/ S001,3,"Edit, index, and securely distribute official meeting notices and comprehensive board packs to members",Exactly 7 calendar days prior to the meeting
MUBS/P5/OBJ4/HCG/SS/ S001-O129,MUBS/P5/OBJ4/HCG/SS/ S001,4,Provide legal and procedural guidance during boardroom sessions and maintain live minutes logs,
MUBS/P5/OBJ4/HCG/SS/ S001-O129,MUBS/P5/OBJ4/HCG/SS/ S001,5,"Formulate, polish, and circulate the first draft of meeting minutes to members for feedback",Within 7 calendar days post-meeting
MUBS/P5/OBJ4/HCG/SS/ S001-O129,MUBS/P5/OBJ4/HCG/SS/ S001,6,Capture and integrate amendments or corrections submitted by members,Within 5 working days of minutes receipt
MUBS/P5/OBJ4/HCG/SS/ S001-O129,MUBS/P5/OBJ4/HCG/SS/ S001,7,Archive signed master minutes into the central institutional registry,
MUBS/P5/OBJ4/HCG/SS/ S001-O130,MUBS/P5/OBJ4/HCG/SS/ S001,1,Extract and format individual binding resolutions from the raw confirmed minutes of Council sessions,Within 24 hours of meeting closure
MUBS/P5/OBJ4/HCG/SS/ S001-O130,MUBS/P5/OBJ4/HCG/SS/ S001,2,Issue formal Action Directives signed by the Chairperson/Secretary to the Principal to activate executive implementation,Within 1 working day
MUBS/P5/OBJ4/HCG/SS/ S001-O130,MUBS/P5/OBJ4/HCG/SS/ S001,3,Deploy tracking matrices to monitor ongoing operational execution across user units,
MUBS/P5/OBJ4/HCG/SS/ S001-O130,MUBS/P5/OBJ4/HCG/SS/ S001,4,Collect documentary evidence and field-test compliance claims submitted by Management,
MUBS/P5/OBJ4/HCG/SS/ S001-O130,MUBS/P5/OBJ4/HCG/SS/ S001,5,"Aggregate findings to compile a comprehensive, data-backed Council Resolutions Action Report tracking implementation milestones",
MUBS/P5/OBJ4/HCG/SS/ S001-O130,MUBS/P5/OBJ4/HCG/SS/ S001,6,Present the Action Report to the Main Council at its subsequent statutory session to highlight progress and performance gaps,
